gd, mm, dd, it, volume, hist_volume, weather
0,10,9,0,7,11 10 10 8 1 7,101.64 102.15 0.125 4.0 17.5 66.0 0.0
1,10,9,0,130,19 19 7 6 4 1,101.64 102.15 0.125 4.0 17.5 66.0 0.0
2,10,9,0,1,15 8 14 17 1 1,101.64 102.15 0.125 4.0 17.5 66.0 0.0
3,10,9,0,13,21 14 13 14 9 13,101.64 102.15 0.125 4.0 17.5 66.0 0.0
4,10,9,0,141,20 17 10 7 13 3,101.64 102.15 0.125 4.0 17.5 66.0 0.0
0,10,9,1,7,10 10 8 1 7 7,101.64 102.15 0.125 4.0 17.5 66.0 0.0
1,10,9,1,56,19 7 6 4 1 130,101.64 102.15 0.125 4.0 17.5 66.0 0.0
2,10,9,1,1,8 14 17 1 1 1,101.64 102.15 0.125 4.0 17.5 66.0 0.0
3,10,9,1,14,14 13 14 9 13 13,101.64 102.15 0.125 4.0 17.5 66.0 0.0
4,10,9,1,92,17 10 7 13 3 141,101.64 102.15 0.125 4.0 17.5 66.0 0.0
0,10,9,2,8,10 8 1 7 7 7,101.64 102.15 0.125 4.0 17.5 66.0 0.0
1,10,9,2,21,7 6 4 1 130 56,101.64 102.15 0.125 4.0 17.5 66.0 0.0
2,10,9,2,2,14 17 1 1 1 1,101.64 102.15 0.125 4.0 17.5 66.0 0.0
3,10,9,2,12,13 14 9 13 13 14,101.64 102.15 0.125 4.0 17.5 66.0 0.0
4,10,9,2,53,10 7 13 3 141 92,101.64 102.15 0.125 4.0 17.5 66.0 0.0
0,10,9,3,6,8 1 7 7 7 8,101.64 102.15 0.125 4.0 17.5 66.0 0.0
1,10,9,3,5,6 4 1 130 56 21,101.64 102.15 0.125 4.0 17.5 66.0 0.0
2,10,9,3,1,17 1 1 1 1 2,101.64 102.15 0.125 4.0 17.5 66.0 0.0
3,10,9,3,19,14 9 13 13 14 12,101.64 102.15 0.125 4.0 17.5 66.0 0.0
4,10,9,3,8,7 13 3 141 92 53,101.64 102.15 0.125 4.0 17.5 66.0 0.0
0,10,9,4,9,1 7 7 7 8 6,101.64 102.15 0.125 4.0 17.5 66.0 0.0
1,10,9,4,3,4 1 130 56 21 5,101.64 102.15 0.125 4.0 17.5 66.0 0.0
2,10,9,4,3,1 1 1 1 2 1,101.64 102.15 0.125 4.0 17.5 66.0 0.0
3,10,9,4,15,9 13 13 14 12 19,101.64 102.15 0.125 4.0 17.5 66.0 0.0
4,10,9,4,3,13 3 141 92 53 8,101.64 102.15 0.125 4.0 17.5 66.0 0.0
0,10,9,5,3,7 7 7 8 6 9,101.64 102.15 0.125 4.0 17.5 66.0 0.0
1,10,9,5,7,1 130 56 21 5 3,101.64 102.15 0.125 4.0 17.5 66.0 0.0
2,10,9,5,3,1 1 1 2 1 3,101.64 102.15 0.125 4.0 17.5 66.0 0.0
3,10,9,5,13,13 13 14 12 19 15,101.64 102.15 0.125 4.0 17.5 66.0 0.0
4,10,9,5,8,3 141 92 53 8 3,101.64 102.15 0.125 4.0 17.5 66.0 0.0
0,10,9,6,1,7 7 8 6 9 3,101.64 102.15 0.125 4.0 17.5 66.0 0.0
1,10,9,6,6,130 56 21 5 3 7,101.64 102.15 0.125 4.0 17.5 66.0 0.0
2,10,9,6,1,1 1 2 1 3 3,101.64 102.15 0.125 4.0 17.5 66.0 0.0
3,10,9,6,9,13 14 12 19 15 13,101.64 102.15 0.125 4.0 17.5 66.0 0.0
4,10,9,6,2,141 92 53 8 3 8,101.64 102.15 0.125 4.0 17.5 66.0 0.0
0,10,9,7,9,7 8 6 9 3 1,101.64 102.15 0.125 4.0 17.5 66.0 0.0
1,10,9,7,6,56 21 5 3 7 6,101.64 102.15 0.125 4.0 17.5 66.0 0.0
2,10,9,7,1,1 2 1 3 3 1,101.64 102.15 0.125 4.0 17.5 66.0 0.0
3,10,9,7,11,14 12 19 15 13 9,101.64 102.15 0.125 4.0 17.5 66.0 0.0
4,10,9,7,2,92 53 8 3 8 2,101.64 102.15 0.125 4.0 17.5 66.0 0.0
0,10,9,8,7,8 6 9 3 1 9,101.64 102.15 0.125 4.0 17.5 66.0 0.0
1,10,9,8,5,21 5 3 7 6 6,101.64 102.15 0.125 4.0 17.5 66.0 0.0
2,10,9,8,1,2 1 3 3 1 1,101.64 102.15 0.125 4.0 17.5 66.0 0.0
3,10,9,8,15,12 19 15 13 9 11,101.64 102.15 0.125 4.0 17.5 66.0 0.0
4,10,9,8,5,53 8 3 8 2 2,101.64 102.15 0.125 4.0 17.5 66.0 0.0
0,10,9,9,4,6 9 3 1 9 7,101.61 102.12 8.25 2.5 21.4 56.0 0.0
1,10,9,9,8,5 3 7 6 6 5,101.61 102.12 8.25 2.5 21.4 56.0 0.0
2,10,9,9,1,1 3 3 1 1 1,101.61 102.12 8.25 2.5 21.4 56.0 0.0
3,10,9,9,12,19 15 13 9 11 15,101.61 102.12 8.25 2.5 21.4 56.0 0.0
4,10,9,9,3,8 3 8 2 2 5,101.61 102.12 8.25 2.5 21.4 56.0 0.0
0,10,9,10,6,9 3 1 9 7 4,101.61 102.12 8.25 2.5 21.4 56.0 0.0
1,10,9,10,13,3 7 6 6 5 8,101.61 102.12 8.25 2.5 21.4 56.0 0.0
2,10,9,10,1,3 3 1 1 1 1,101.61 102.12 8.25 2.5 21.4 56.0 0.0
3,10,9,10,16,15 13 9 11 15 12,101.61 102.12 8.25 2.5 21.4 56.0 0.0
4,10,9,10,6,3 8 2 2 5 3,101.61 102.12 8.25 2.5 21.4 56.0 0.0
0,10,9,11,5,3 1 9 7 4 6,101.61 102.12 8.25 2.5 21.4 56.0 0.0
1,10,9,11,12,7 6 6 5 8 13,101.61 102.12 8.25 2.5 21.4 56.0 0.0
2,10,9,11,1,3 1 1 1 1 1,101.61 102.12 8.25 2.5 21.4 56.0 0.0
3,10,9,11,9,13 9 11 15 12 16,101.61 102.12 8.25 2.5 21.4 56.0 0.0
4,10,9,11,4,8 2 2 5 3 6,101.61 102.12 8.25 2.5 21.4 56.0 0.0
0,10,9,12,13,1 9 7 4 6 5,101.61 102.12 8.25 2.5 21.4 56.0 0.0
1,10,9,12,15,6 6 5 8 13 12,101.61 102.12 8.25 2.5 21.4 56.0 0.0
2,10,9,12,1,1 1 1 1 1 1,101.61 102.12 8.25 2.5 21.4 56.0 0.0
3,10,9,12,8,9 11 15 12 16 9,101.61 102.12 8.25 2.5 21.4 56.0 0.0
4,10,9,12,7,2 2 5 3 6 4,101.61 102.12 8.25 2.5 21.4 56.0 0.0
0,10,9,13,8,9 7 4 6 5 13,101.61 102.12 8.25 2.5 21.4 56.0 0.0
1,10,9,13,25,6 5 8 13 12 15,101.61 102.12 8.25 2.5 21.4 56.0 0.0
2,10,9,13,1,1 1 1 1 1 1,101.61 102.12 8.25 2.5 21.4 56.0 0.0
3,10,9,13,22,11 15 12 16 9 8,101.61 102.12 8.25 2.5 21.4 56.0 0.0
4,10,9,13,3,2 5 3 6 4 7,101.61 102.12 8.25 2.5 21.4 56.0 0.0
0,10,9,14,10,7 4 6 5 13 8,101.61 102.12 8.25 2.5 21.4 56.0 0.0
1,10,9,14,21,5 8 13 12 15 25,101.61 102.12 8.25 2.5 21.4 56.0 0.0
2,10,9,14,1,1 1 1 1 1 1,101.61 102.12 8.25 2.5 21.4 56.0 0.0
3,10,9,14,15,15 12 16 9 8 22,101.61 102.12 8.25 2.5 21.4 56.0 0.0
4,10,9,14,7,5 3 6 4 7 3,101.61 102.12 8.25 2.5 21.4 56.0 0.0
0,10,9,15,4,4 6 5 13 8 10,101.61 102.12 8.25 2.5 21.4 56.0 0.0
1,10,9,15,31,8 13 12 15 25 21,101.61 102.12 8.25 2.5 21.4 56.0 0.0
2,10,9,15,12,1 1 1 1 1 1,101.61 102.12 8.25 2.5 21.4 56.0 0.0
3,10,9,15,18,12 16 9 8 22 15,101.61 102.12 8.25 2.5 21.4 56.0 0.0
4,10,9,15,5,3 6 4 7 3 7,101.61 102.12 8.25 2.5 21.4 56.0 0.0
0,10,9,16,7,6 5 13 8 10 4,101.61 102.12 8.25 2.5 21.4 56.0 0.0
1,10,9,16,24,13 12 15 25 21 31,101.61 102.12 8.25 2.5 21.4 56.0 0.0
2,10,9,16,8,1 1 1 1 1 12,101.61 102.12 8.25 2.5 21.4 56.0 0.0
3,10,9,16,10,16 9 8 22 15 18,101.61 102.12 8.25 2.5 21.4 56.0 0.0
4,10,9,16,9,6 4 7 3 7 5,101.61 102.12 8.25 2.5 21.4 56.0 0.0
0,10,9,17,10,5 13 8 10 4 7,101.61 102.12 8.25 2.5 21.4 56.0 0.0
1,10,9,17,33,12 15 25 21 31 24,101.61 102.12 8.25 2.5 21.4 56.0 0.0
2,10,9,17,18,1 1 1 1 12 8,101.61 102.12 8.25 2.5 21.4 56.0 0.0
3,10,9,17,21,9 8 22 15 18 10,101.61 102.12 8.25 2.5 21.4 56.0 0.0
4,10,9,17,23,4 7 3 7 5 9,101.61 102.12 8.25 2.5 21.4 56.0 0.0
0,10,9,18,8,13 8 10 4 7 10,101.4 101.91 6.75 3.5 21.7 49.0 0.0
1,10,9,18,33,15 25 21 31 24 33,101.4 101.91 6.75 3.5 21.7 49.0 0.0
2,10,9,18,29,1 1 1 12 8 18,101.4 101.91 6.75 3.5 21.7 49.0 0.0
3,10,9,18,21,8 22 15 18 10 21,101.4 101.91 6.75 3.5 21.7 49.0 0.0
4,10,9,18,16,7 3 7 5 9 23,101.4 101.91 6.75 3.5 21.7 49.0 0.0
0,10,9,19,9,8 10 4 7 10 8,101.4 101.91 6.75 3.5 21.7 49.0 0.0
1,10,9,19,41,25 21 31 24 33 33,101.4 101.91 6.75 3.5 21.7 49.0 0.0
2,10,9,19,31,1 1 12 8 18 29,101.4 101.91 6.75 3.5 21.7 49.0 0.0
3,10,9,19,46,22 15 18 10 21 21,101.4 101.91 6.75 3.5 21.7 49.0 0.0
4,10,9,19,33,3 7 5 9 23 16,101.4 101.91 6.75 3.5 21.7 49.0 0.0
0,10,9,20,17,10 4 7 10 8 9,101.4 101.91 6.75 3.5 21.7 49.0 0.0
1,10,9,20,53,21 31 24 33 33 41,101.4 101.91 6.75 3.5 21.7 49.0 0.0
2,10,9,20,45,1 12 8 18 29 31,101.4 101.91 6.75 3.5 21.7 49.0 0.0
3,10,9,20,75,15 18 10 21 21 46,101.4 101.91 6.75 3.5 21.7 49.0 0.0
4,10,9,20,46,7 5 9 23 16 33,101.4 101.91 6.75 3.5 21.7 49.0 0.0
0,10,9,21,26,4 7 10 8 9 17,101.4 101.91 6.75 3.5 21.7 49.0 0.0
1,10,9,21,66,31 24 33 33 41 53,101.4 101.91 6.75 3.5 21.7 49.0 0.0
2,10,9,21,61,12 8 18 29 31 45,101.4 101.91 6.75 3.5 21.7 49.0 0.0
3,10,9,21,107,18 10 21 21 46 75,101.4 101.91 6.75 3.5 21.7 49.0 0.0
4,10,9,21,48,5 9 23 16 33 46,101.4 101.91 6.75 3.5 21.7 49.0 0.0
0,10,9,22,25,7 10 8 9 17 26,101.4 101.91 6.75 3.5 21.7 49.0 0.0
1,10,9,22,81,24 33 33 41 53 66,101.4 101.91 6.75 3.5 21.7 49.0 0.0
2,10,9,22,99,8 18 29 31 45 61,101.4 101.91 6.75 3.5 21.7 49.0 0.0
3,10,9,22,109,10 21 21 46 75 107,101.4 101.91 6.75 3.5 21.7 49.0 0.0
4,10,9,22,62,9 23 16 33 46 48,101.4 101.91 6.75 3.5 21.7 49.0 0.0
0,10,9,23,33,10 8 9 17 26 25,101.4 101.91 6.75 3.5 21.7 49.0 0.0
1,10,9,23,93,33 33 41 53 66 81,101.4 101.91 6.75 3.5 21.7 49.0 0.0
2,10,9,23,100,18 29 31 45 61 99,101.4 101.91 6.75 3.5 21.7 49.0 0.0
3,10,9,23,110,21 21 46 75 107 109,101.4 101.91 6.75 3.5 21.7 49.0 0.0
4,10,9,23,80,23 16 33 46 48 62,101.4 101.91 6.75 3.5 21.7 49.0 0.0
0,10,9,24,46,8 9 17 26 25 33,101.4 101.91 6.75 3.5 21.7 49.0 0.0
1,10,9,24,117,33 41 53 66 81 93,101.4 101.91 6.75 3.5 21.7 49.0 0.0
2,10,9,24,125,29 31 45 61 99 100,101.4 101.91 6.75 3.5 21.7 49.0 0.0
3,10,9,24,136,21 46 75 107 109 110,101.4 101.91 6.75 3.5 21.7 49.0 0.0
4,10,9,24,112,16 33 46 48 62 80,101.4 101.91 6.75 3.5 21.7 49.0 0.0
0,10,9,25,39,9 17 26 25 33 46,101.4 101.91 6.75 3.5 21.7 49.0 0.0
1,10,9,25,121,41 53 66 81 93 117,101.4 101.91 6.75 3.5 21.7 49.0 0.0
2,10,9,25,114,31 45 61 99 100 125,101.4 101.91 6.75 3.5 21.7 49.0 0.0
3,10,9,25,156,46 75 107 109 110 136,101.4 101.91 6.75 3.5 21.7 49.0 0.0
4,10,9,25,109,33 46 48 62 80 112,101.4 101.91 6.75 3.5 21.7 49.0 0.0
0,10,9,26,35,17 26 25 33 46 39,101.4 101.91 6.75 3.5 21.7 49.0 0.0
1,10,9,26,103,53 66 81 93 117 121,101.4 101.91 6.75 3.5 21.7 49.0 0.0
2,10,9,26,113,45 61 99 100 125 114,101.4 101.91 6.75 3.5 21.7 49.0 0.0
3,10,9,26,145,75 107 109 110 136 156,101.4 101.91 6.75 3.5 21.7 49.0 0.0
4,10,9,26,105,46 48 62 80 112 109,101.4 101.91 6.75 3.5 21.7 49.0 0.0
0,10,9,27,45,26 25 33 46 39 35,101.43 101.94 3.5 5.6 20.4 55.0 0.0
1,10,9,27,127,66 81 93 117 121 103,101.43 101.94 3.5 5.6 20.4 55.0 0.0
2,10,9,27,125,61 99 100 125 114 113,101.43 101.94 3.5 5.6 20.4 55.0 0.0
3,10,9,27,128,107 109 110 136 156 145,101.43 101.94 3.5 5.6 20.4 55.0 0.0
4,10,9,27,109,48 62 80 112 109 105,101.43 101.94 3.5 5.6 20.4 55.0 0.0
0,10,9,28,41,25 33 46 39 35 45,101.43 101.94 3.5 5.6 20.4 55.0 0.0
1,10,9,28,93,81 93 117 121 103 127,101.43 101.94 3.5 5.6 20.4 55.0 0.0
2,10,9,28,94,99 100 125 114 113 125,101.43 101.94 3.5 5.6 20.4 55.0 0.0
3,10,9,28,122,109 110 136 156 145 128,101.43 101.94 3.5 5.6 20.4 55.0 0.0
4,10,9,28,102,62 80 112 109 105 109,101.43 101.94 3.5 5.6 20.4 55.0 0.0
0,10,9,29,41,33 46 39 35 45 41,101.43 101.94 3.5 5.6 20.4 55.0 0.0
1,10,9,29,75,93 117 121 103 127 93,101.43 101.94 3.5 5.6 20.4 55.0 0.0
2,10,9,29,80,100 125 114 113 125 94,101.43 101.94 3.5 5.6 20.4 55.0 0.0
3,10,9,29,97,110 136 156 145 128 122,101.43 101.94 3.5 5.6 20.4 55.0 0.0
4,10,9,29,82,80 112 109 105 109 102,101.43 101.94 3.5 5.6 20.4 55.0 0.0
0,10,9,30,28,46 39 35 45 41 41,101.43 101.94 3.5 5.6 20.4 55.0 0.0
1,10,9,30,73,117 121 103 127 93 75,101.43 101.94 3.5 5.6 20.4 55.0 0.0
2,10,9,30,66,125 114 113 125 94 80,101.43 101.94 3.5 5.6 20.4 55.0 0.0
3,10,9,30,100,136 156 145 128 122 97,101.43 101.94 3.5 5.6 20.4 55.0 0.0
4,10,9,30,82,112 109 105 109 102 82,101.43 101.94 3.5 5.6 20.4 55.0 0.0
0,10,9,31,40,39 35 45 41 41 28,101.43 101.94 3.5 5.6 20.4 55.0 0.0
1,10,9,31,98,121 103 127 93 75 73,101.43 101.94 3.5 5.6 20.4 55.0 0.0
2,10,9,31,79,114 113 125 94 80 66,101.43 101.94 3.5 5.6 20.4 55.0 0.0
3,10,9,31,89,156 145 128 122 97 100,101.43 101.94 3.5 5.6 20.4 55.0 0.0
4,10,9,31,81,109 105 109 102 82 82,101.43 101.94 3.5 5.6 20.4 55.0 0.0
0,10,9,32,39,35 45 41 41 28 40,101.43 101.94 3.5 5.6 20.4 55.0 0.0
1,10,9,32,87,103 127 93 75 73 98,101.43 101.94 3.5 5.6 20.4 55.0 0.0
2,10,9,32,64,113 125 94 80 66 79,101.43 101.94 3.5 5.6 20.4 55.0 0.0
3,10,9,32,106,145 128 122 97 100 89,101.43 101.94 3.5 5.6 20.4 55.0 0.0
4,10,9,32,86,105 109 102 82 82 81,101.43 101.94 3.5 5.6 20.4 55.0 0.0
0,10,9,33,38,45 41 41 28 40 39,101.43 101.94 3.5 5.6 20.4 55.0 0.0
1,10,9,33,72,127 93 75 73 98 87,101.43 101.94 3.5 5.6 20.4 55.0 0.0
2,10,9,33,64,125 94 80 66 79 64,101.43 101.94 3.5 5.6 20.4 55.0 0.0
3,10,9,33,116,128 122 97 100 89 106,101.43 101.94 3.5 5.6 20.4 55.0 0.0
4,10,9,33,63,109 102 82 82 81 86,101.43 101.94 3.5 5.6 20.4 55.0 0.0
0,10,9,34,28,41 41 28 40 39 38,101.43 101.94 3.5 5.6 20.4 55.0 0.0
1,10,9,34,64,93 75 73 98 87 72,101.43 101.94 3.5 5.6 20.4 55.0 0.0
2,10,9,34,52,94 80 66 79 64 64,101.43 101.94 3.5 5.6 20.4 55.0 0.0
3,10,9,34,100,122 97 100 89 106 116,101.43 101.94 3.5 5.6 20.4 55.0 0.0
4,10,9,34,79,102 82 82 81 86 63,101.43 101.94 3.5 5.6 20.4 55.0 0.0
0,10,9,35,26,41 28 40 39 38 28,101.43 101.94 3.5 5.6 20.4 55.0 0.0
1,10,9,35,88,75 73 98 87 72 64,101.43 101.94 3.5 5.6 20.4 55.0 0.0
2,10,9,35,61,80 66 79 64 64 52,101.43 101.94 3.5 5.6 20.4 55.0 0.0
3,10,9,35,74,97 100 89 106 116 100,101.43 101.94 3.5 5.6 20.4 55.0 0.0
4,10,9,35,81,82 82 81 86 63 79,101.43 101.94 3.5 5.6 20.4 55.0 0.0
0,10,9,36,39,28 40 39 38 28 26,101.61 102.12 6.5 6.0 18.8 58.0 0.0
1,10,9,36,89,73 98 87 72 64 88,101.61 102.12 6.5 6.0 18.8 58.0 0.0
2,10,9,36,65,66 79 64 64 52 61,101.61 102.12 6.5 6.0 18.8 58.0 0.0
3,10,9,36,83,100 89 106 116 100 74,101.61 102.12 6.5 6.0 18.8 58.0 0.0
4,10,9,36,83,82 81 86 63 79 81,101.61 102.12 6.5 6.0 18.8 58.0 0.0
0,10,9,37,33,40 39 38 28 26 39,101.61 102.12 6.5 6.0 18.8 58.0 0.0
1,10,9,37,86,98 87 72 64 88 89,101.61 102.12 6.5 6.0 18.8 58.0 0.0
2,10,9,37,68,79 64 64 52 61 65,101.61 102.12 6.5 6.0 18.8 58.0 0.0
3,10,9,37,86,89 106 116 100 74 83,101.61 102.12 6.5 6.0 18.8 58.0 0.0
4,10,9,37,81,81 86 63 79 81 83,101.61 102.12 6.5 6.0 18.8 58.0 0.0
0,10,9,38,43,39 38 28 26 39 33,101.61 102.12 6.5 6.0 18.8 58.0 0.0
1,10,9,38,94,87 72 64 88 89 86,101.61 102.12 6.5 6.0 18.8 58.0 0.0
2,10,9,38,63,64 64 52 61 65 68,101.61 102.12 6.5 6.0 18.8 58.0 0.0
3,10,9,38,106,106 116 100 74 83 86,101.61 102.12 6.5 6.0 18.8 58.0 0.0
4,10,9,38,88,86 63 79 81 83 81,101.61 102.12 6.5 6.0 18.8 58.0 0.0
0,10,9,39,39,38 28 26 39 33 43,101.61 102.12 6.5 6.0 18.8 58.0 0.0
1,10,9,39,104,72 64 88 89 86 94,101.61 102.12 6.5 6.0 18.8 58.0 0.0
2,10,9,39,66,64 52 61 65 68 63,101.61 102.12 6.5 6.0 18.8 58.0 0.0
3,10,9,39,104,116 100 74 83 86 106,101.61 102.12 6.5 6.0 18.8 58.0 0.0
4,10,9,39,112,63 79 81 83 81 88,101.61 102.12 6.5 6.0 18.8 58.0 0.0
0,10,9,40,46,28 26 39 33 43 39,101.61 102.12 6.5 6.0 18.8 58.0 0.0
1,10,9,40,104,64 88 89 86 94 104,101.61 102.12 6.5 6.0 18.8 58.0 0.0
2,10,9,40,61,52 61 65 68 63 66,101.61 102.12 6.5 6.0 18.8 58.0 0.0
3,10,9,40,84,100 74 83 86 106 104,101.61 102.12 6.5 6.0 18.8 58.0 0.0
4,10,9,40,95,79 81 83 81 88 112,101.61 102.12 6.5 6.0 18.8 58.0 0.0
0,10,9,41,32,26 39 33 43 39 46,101.61 102.12 6.5 6.0 18.8 58.0 0.0
1,10,9,41,122,88 89 86 94 104 104,101.61 102.12 6.5 6.0 18.8 58.0 0.0
2,10,9,41,48,61 65 68 63 66 61,101.61 102.12 6.5 6.0 18.8 58.0 0.0
3,10,9,41,109,74 83 86 106 104 84,101.61 102.12 6.5 6.0 18.8 58.0 0.0
4,10,9,41,109,81 83 81 88 112 95,101.61 102.12 6.5 6.0 18.8 58.0 0.0
0,10,9,42,48,39 33 43 39 46 32,101.61 102.12 6.5 6.0 18.8 58.0 0.0
1,10,9,42,96,89 86 94 104 104 122,101.61 102.12 6.5 6.0 18.8 58.0 0.0
2,10,9,42,64,65 68 63 66 61 48,101.61 102.12 6.5 6.0 18.8 58.0 0.0
3,10,9,42,106,83 86 106 104 84 109,101.61 102.12 6.5 6.0 18.8 58.0 0.0
4,10,9,42,120,83 81 88 112 95 109,101.61 102.12 6.5 6.0 18.8 58.0 0.0
0,10,9,43,36,33 43 39 46 32 48,101.61 102.12 6.5 6.0 18.8 58.0 0.0
1,10,9,43,105,86 94 104 104 122 96,101.61 102.12 6.5 6.0 18.8 58.0 0.0
2,10,9,43,54,68 63 66 61 48 64,101.61 102.12 6.5 6.0 18.8 58.0 0.0
3,10,9,43,92,86 106 104 84 109 106,101.61 102.12 6.5 6.0 18.8 58.0 0.0
4,10,9,43,119,81 88 112 95 109 120,101.61 102.12 6.5 6.0 18.8 58.0 0.0
0,10,9,44,54,43 39 46 32 48 36,101.61 102.12 6.5 6.0 18.8 58.0 0.0
1,10,9,44,92,94 104 104 122 96 105,101.61 102.12 6.5 6.0 18.8 58.0 0.0
2,10,9,44,65,63 66 61 48 64 54,101.61 102.12 6.5 6.0 18.8 58.0 0.0
3,10,9,44,111,106 104 84 109 106 92,101.61 102.12 6.5 6.0 18.8 58.0 0.0
4,10,9,44,81,88 112 95 109 120 119,101.61 102.12 6.5 6.0 18.8 58.0 0.0
0,10,9,45,49,39 46 32 48 36 54,101.63 102.14 7.125 4.4 17.1 60.0 0.0
1,10,9,45,84,104 104 122 96 105 92,101.63 102.14 7.125 4.4 17.1 60.0 0.0
2,10,9,45,74,66 61 48 64 54 65,101.63 102.14 7.125 4.4 17.1 60.0 0.0
3,10,9,45,104,104 84 109 106 92 111,101.63 102.14 7.125 4.4 17.1 60.0 0.0
4,10,9,45,97,112 95 109 120 119 81,101.63 102.14 7.125 4.4 17.1 60.0 0.0
0,10,9,46,40,46 32 48 36 54 49,101.63 102.14 7.125 4.4 17.1 60.0 0.0
1,10,9,46,90,104 122 96 105 92 84,101.63 102.14 7.125 4.4 17.1 60.0 0.0
2,10,9,46,61,61 48 64 54 65 74,101.63 102.14 7.125 4.4 17.1 60.0 0.0
3,10,9,46,119,84 109 106 92 111 104,101.63 102.14 7.125 4.4 17.1 60.0 0.0
4,10,9,46,95,95 109 120 119 81 97,101.63 102.14 7.125 4.4 17.1 60.0 0.0
0,10,9,47,48,32 48 36 54 49 40,101.63 102.14 7.125 4.4 17.1 60.0 0.0
1,10,9,47,107,122 96 105 92 84 90,101.63 102.14 7.125 4.4 17.1 60.0 0.0
2,10,9,47,69,48 64 54 65 74 61,101.63 102.14 7.125 4.4 17.1 60.0 0.0
3,10,9,47,113,109 106 92 111 104 119,101.63 102.14 7.125 4.4 17.1 60.0 0.0
4,10,9,47,89,109 120 119 81 97 95,101.63 102.14 7.125 4.4 17.1 60.0 0.0
0,10,9,48,35,48 36 54 49 40 48,101.63 102.14 7.125 4.4 17.1 60.0 0.0
1,10,9,48,80,96 105 92 84 90 107,101.63 102.14 7.125 4.4 17.1 60.0 0.0
2,10,9,48,60,64 54 65 74 61 69,101.63 102.14 7.125 4.4 17.1 60.0 0.0
3,10,9,48,110,106 92 111 104 119 113,101.63 102.14 7.125 4.4 17.1 60.0 0.0
4,10,9,48,99,120 119 81 97 95 89,101.63 102.14 7.125 4.4 17.1 60.0 0.0
0,10,9,49,42,36 54 49 40 48 35,101.63 102.14 7.125 4.4 17.1 60.0 0.0
1,10,9,49,100,105 92 84 90 107 80,101.63 102.14 7.125 4.4 17.1 60.0 0.0
2,10,9,49,63,54 65 74 61 69 60,101.63 102.14 7.125 4.4 17.1 60.0 0.0
3,10,9,49,118,92 111 104 119 113 110,101.63 102.14 7.125 4.4 17.1 60.0 0.0
4,10,9,49,100,119 81 97 95 89 99,101.63 102.14 7.125 4.4 17.1 60.0 0.0
0,10,9,50,38,54 49 40 48 35 42,101.63 102.14 7.125 4.4 17.1 60.0 0.0
1,10,9,50,113,92 84 90 107 80 100,101.63 102.14 7.125 4.4 17.1 60.0 0.0
2,10,9,50,72,65 74 61 69 60 63,101.63 102.14 7.125 4.4 17.1 60.0 0.0
3,10,9,50,132,111 104 119 113 110 118,101.63 102.14 7.125 4.4 17.1 60.0 0.0
4,10,9,50,111,81 97 95 89 99 100,101.63 102.14 7.125 4.4 17.1 60.0 0.0
0,10,9,51,33,49 40 48 35 42 38,101.63 102.14 7.125 4.4 17.1 60.0 0.0
1,10,9,51,127,84 90 107 80 100 113,101.63 102.14 7.125 4.4 17.1 60.0 0.0
2,10,9,51,69,74 61 69 60 63 72,101.63 102.14 7.125 4.4 17.1 60.0 0.0
3,10,9,51,113,104 119 113 110 118 132,101.63 102.14 7.125 4.4 17.1 60.0 0.0
4,10,9,51,76,97 95 89 99 100 111,101.63 102.14 7.125 4.4 17.1 60.0 0.0
0,10,9,52,28,40 48 35 42 38 33,101.63 102.14 7.125 4.4 17.1 60.0 0.0
1,10,9,52,110,90 107 80 100 113 127,101.63 102.14 7.125 4.4 17.1 60.0 0.0
2,10,9,52,83,61 69 60 63 72 69,101.63 102.14 7.125 4.4 17.1 60.0 0.0
3,10,9,52,99,119 113 110 118 132 113,101.63 102.14 7.125 4.4 17.1 60.0 0.0
4,10,9,52,91,95 89 99 100 111 76,101.63 102.14 7.125 4.4 17.1 60.0 0.0
0,10,9,53,32,48 35 42 38 33 28,101.63 102.14 7.125 4.4 17.1 60.0 0.0
1,10,9,53,105,107 80 100 113 127 110,101.63 102.14 7.125 4.4 17.1 60.0 0.0
2,10,9,53,73,69 60 63 72 69 83,101.63 102.14 7.125 4.4 17.1 60.0 0.0
3,10,9,53,98,113 110 118 132 113 99,101.63 102.14 7.125 4.4 17.1 60.0 0.0
4,10,9,53,93,89 99 100 111 76 91,101.63 102.14 7.125 4.4 17.1 60.0 0.0
0,10,9,54,20,35 42 38 33 28 32,101.54 102.05 0.5 1.3 15.4 67.0 0.0
1,10,9,54,56,80 100 113 127 110 105,101.54 102.05 0.5 1.3 15.4 67.0 0.0
2,10,9,54,70,60 63 72 69 83 73,101.54 102.05 0.5 1.3 15.4 67.0 0.0
3,10,9,54,88,110 118 132 113 99 98,101.54 102.05 0.5 1.3 15.4 67.0 0.0
4,10,9,54,70,99 100 111 76 91 93,101.54 102.05 0.5 1.3 15.4 67.0 0.0
0,10,9,55,29,42 38 33 28 32 20,101.54 102.05 0.5 1.3 15.4 67.0 0.0
1,10,9,55,80,100 113 127 110 105 56,101.54 102.05 0.5 1.3 15.4 67.0 0.0
2,10,9,55,48,63 72 69 83 73 70,101.54 102.05 0.5 1.3 15.4 67.0 0.0
3,10,9,55,62,118 132 113 99 98 88,101.54 102.05 0.5 1.3 15.4 67.0 0.0
