gd, mm, dd, itv, volume
3,9,19,17,21
3,9,19,18,30
3,9,19,19,36
3,9,19,20,37
3,9,19,21,84
3,9,19,22,80
3,9,19,23,97
3,9,19,24,129
3,9,19,25,122
3,9,19,26,98
3,9,19,27,89
3,9,19,28,78
3,9,19,29,59
3,9,19,30,71
3,9,19,31,88
3,9,19,32,65
3,9,19,33,50
3,9,19,34,61
3,9,19,35,46
3,9,19,36,87
3,9,19,37,66
3,9,19,38,69
3,9,19,39,81
3,9,19,40,95
3,9,19,41,67
3,9,19,42,66
3,9,19,43,62
3,9,19,44,79
3,9,19,45,77
3,9,19,46,67
3,9,19,47,74
3,9,19,48,76
3,9,19,49,86
3,9,19,50,99
3,9,19,51,85
3,9,19,52,72
3,9,19,53,53
3,9,19,54,55
3,9,19,55,50
3,9,19,56,49
3,9,19,57,44
3,9,19,58,49
3,9,19,59,41
3,9,19,60,56
3,9,19,61,21
3,9,19,62,35
3,9,19,63,29
3,9,19,64,20
3,9,19,65,24
3,9,19,66,21
3,9,19,67,12
3,9,19,68,24
3,9,19,69,16
3,9,19,70,6
3,9,19,71,12
3,9,19,0,2
3,9,20,1,2
3,9,20,2,2
3,9,20,3,1
3,9,20,4,1
3,9,20,5,5
3,9,20,6,5
3,9,20,7,5
3,9,20,8,5
3,9,20,9,5
3,9,20,10,5
3,9,20,11,5
3,9,20,12,5
3,9,20,13,5
3,9,20,14,5
3,9,20,15,5
3,9,20,16,18
3,9,20,17,21
3,9,20,18,33
3,9,20,19,31
3,9,20,20,54
3,9,20,21,79
3,9,20,22,86
3,9,20,23,93
3,9,20,24,112
3,9,20,25,111
3,9,20,26,112
3,9,20,27,105
3,9,20,28,99
3,9,20,29,87
3,9,20,30,85
3,9,20,31,76
3,9,20,32,80
3,9,20,33,63
3,9,20,34,46
3,9,20,35,55
3,9,20,36,73
3,9,20,37,88
3,9,20,38,80
3,9,20,39,75
3,9,20,40,96
3,9,20,41,69
3,9,20,42,81
3,9,20,43,72
3,9,20,44,70
3,9,20,45,62
3,9,20,46,69
3,9,20,47,69
3,9,20,48,82
3,9,20,49,76
3,9,20,50,64
3,9,20,51,82
3,9,20,52,86
3,9,20,53,85
3,9,20,54,77
3,9,20,55,60
3,9,20,56,56
3,9,20,57,61
3,9,20,58,27
3,9,20,59,40
3,9,20,60,35
3,9,20,61,31
3,9,20,62,30
3,9,20,63,27
3,9,20,64,21
3,9,20,65,5
3,9,20,66,5
3,9,20,67,6
3,9,20,68,5
3,9,20,69,5
3,9,20,70,7
3,9,20,71,5
3,9,21,0,2
3,9,21,1,2
3,9,21,2,2
3,9,21,3,1
3,9,21,4,1
3,9,21,5,1
3,9,21,6,1
3,9,21,7,1
3,9,21,8,1
3,9,21,9,1
3,9,21,10,1
3,9,21,11,1
3,9,21,12,1
3,9,21,13,1
3,9,21,14,1
3,9,21,15,1
3,9,21,16,5
3,9,21,17,6
3,9,21,18,6
3,9,21,19,9
3,9,21,20,14
3,9,21,21,42
3,9,21,22,37
3,9,21,23,44
3,9,21,24,37
3,9,21,25,30
3,9,21,26,66
3,9,21,27,104
3,9,21,28,100
3,9,21,29,80
3,9,21,30,72
3,9,21,31,67
3,9,21,32,74
3,9,21,33,45
3,9,21,34,58
3,9,21,35,50
3,9,21,36,63
3,9,21,37,42
3,9,21,38,55
3,9,21,39,82
3,9,21,40,72
3,9,21,41,62
3,9,21,42,78
3,9,21,43,79
3,9,21,44,66
3,9,21,45,63
3,9,21,46,81
3,9,21,47,77
3,9,21,48,66
3,9,21,49,81
3,9,21,50,99
3,9,21,51,88
3,9,21,52,77
3,9,21,53,83
3,9,21,54,58
3,9,21,55,72
3,9,21,56,49
3,9,21,57,47
3,9,21,58,35
3,9,21,59,38
3,9,21,60,38
3,9,21,61,18
3,9,21,62,24
3,9,21,63,27
3,9,21,64,32
3,9,21,65,26
3,9,21,66,24
3,9,21,67,21
3,9,21,68,16
3,9,21,69,7
3,9,21,70,1
3,9,21,71,1
3,9,22,0,1
3,9,22,1,1
3,9,22,2,18
3,9,22,3,18
3,9,22,4,18
3,9,22,5,18
3,9,22,6,18
3,9,22,7,18
3,9,22,8,18
3,9,22,9,18
3,9,22,10,18
3,9,22,11,18
3,9,22,12,18
3,9,22,13,18
3,9,22,14,18
3,9,22,15,18
3,9,22,16,20
3,9,22,17,21
3,9,22,18,30
3,9,22,19,31
3,9,22,20,38
3,9,22,21,72
3,9,22,22,79
3,9,22,23,100
3,9,22,24,108
3,9,22,25,110
3,9,22,26,101
3,9,22,27,96
3,9,22,28,81
3,9,22,29,65
3,9,22,30,83
3,9,22,31,48
3,9,22,32,44
3,9,22,33,60
3,9,22,34,52
3,9,22,35,45
3,9,22,36,63
3,9,22,37,61
3,9,22,38,59
3,9,22,39,59
3,9,22,40,76
3,9,22,41,75
3,9,22,42,61
3,9,22,43,68
3,9,22,44,83
3,9,22,45,62
3,9,22,46,73
3,9,22,47,71
3,9,22,48,51
3,9,22,49,93
3,9,22,50,96
3,9,22,51,71
3,9,22,52,76
3,9,22,53,70
3,9,22,54,83
3,9,22,55,63
3,9,22,56,53
3,9,22,57,39
3,9,22,58,31
3,9,22,59,29
3,9,22,60,30
3,9,22,61,45
3,9,22,62,30
3,9,22,63,18
3,9,22,64,28
3,9,22,65,16
3,9,22,66,20
3,9,22,67,13
3,9,22,68,18
3,9,22,69,12
3,9,22,70,11
3,9,22,71,7
3,9,22,0,4
3,9,23,1,4
3,9,23,2,1
3,9,23,3,1
3,9,23,4,1
3,9,23,5,1
3,9,23,6,1
3,9,23,7,1
3,9,23,8,1
3,9,23,9,1
3,9,23,10,1
3,9,23,11,1
3,9,23,12,1
3,9,23,13,1
3,9,23,14,1
3,9,23,15,8
3,9,23,16,17
3,9,23,17,26
3,9,23,18,31
3,9,23,19,32
3,9,23,20,54
3,9,23,21,82
3,9,23,22,91
3,9,23,23,103
3,9,23,24,112
3,9,23,25,106
3,9,23,26,118
3,9,23,27,92
3,9,23,28,93
3,9,23,29,76
3,9,23,30,75
3,9,23,31,80
3,9,23,32,72
3,9,23,33,52
3,9,23,34,57
3,9,23,35,53
3,9,23,36,78
3,9,23,37,77
3,9,23,38,84
3,9,23,39,78
3,9,23,40,67
3,9,23,41,83
3,9,23,42,65
3,9,23,43,81
3,9,23,44,93
3,9,23,45,98
3,9,23,46,93
3,9,23,47,82
3,9,23,48,77
3,9,23,49,100
3,9,23,50,110
3,9,23,51,95
3,9,23,52,92
3,9,23,53,95
3,9,23,54,80
3,9,23,55,71
3,9,23,56,80
3,9,23,57,63
3,9,23,58,57
3,9,23,59,62
3,9,23,60,40
3,9,23,61,31
3,9,23,62,40
3,9,23,63,25
3,9,23,64,25
3,9,23,65,27
3,9,23,66,19
3,9,23,67,30
3,9,23,68,30
3,9,23,69,11
3,9,23,70,11
3,9,23,71,9
3,9,24,0,2
3,9,24,1,1
3,9,24,2,3
3,9,24,3,1
3,9,24,4,2
3,9,24,5,2
3,9,24,6,1
3,9,24,7,1
3,9,24,8,1
3,9,24,9,1
3,9,24,10,1
3,9,24,11,1
3,9,24,12,1
3,9,24,13,1
3,9,24,14,1
3,9,24,15,14
3,9,24,16,17
3,9,24,17,16
3,9,24,18,30
3,9,24,19,31
3,9,24,20,45
3,9,24,21,46
3,9,24,22,64
3,9,24,23,82
3,9,24,24,74
3,9,24,25,86
3,9,24,26,91
3,9,24,27,94
3,9,24,28,96
3,9,24,29,100
3,9,24,30,107
3,9,24,31,85
3,9,24,32,77
3,9,24,33,89
3,9,24,34,61
3,9,24,35,61
3,9,24,36,64
3,9,24,37,76
3,9,24,38,70
3,9,24,39,67
3,9,24,40,79
3,9,24,41,83
3,9,24,42,74
3,9,24,43,87
3,9,24,44,97
3,9,24,45,80
3,9,24,46,89
3,9,24,47,94
3,9,24,48,87
3,9,24,49,83
3,9,24,50,89
3,9,24,51,71
3,9,24,52,89
3,9,24,53,85
3,9,24,54,34
3,9,24,55,1
3,9,24,56,1
3,9,24,57,9
3,9,24,58,9
3,9,24,59,34
3,9,24,60,39
3,9,24,61,35
3,9,24,62,35
3,9,24,63,27
3,9,24,64,28
3,9,24,65,17
3,9,24,66,19
3,9,24,67,20
3,9,24,68,16
3,9,24,69,10
3,9,24,70,16
3,9,24,71,7
3,9,25,0,3
3,9,25,1,1
3,9,25,2,1
3,9,25,3,3
3,9,25,4,3
3,9,25,5,2
3,9,25,6,9
3,9,25,7,9
3,9,25,8,9
3,9,25,9,9
3,9,25,10,9
3,9,25,11,9
3,9,25,12,9
3,9,25,13,9
3,9,25,14,9
3,9,25,15,9
3,9,25,16,15
3,9,25,17,16
3,9,25,18,22
3,9,25,19,23
3,9,25,20,29
3,9,25,21,30
3,9,25,22,45
3,9,25,23,62
3,9,25,24,70
3,9,25,25,75
3,9,25,26,90
3,9,25,27,64
3,9,25,28,104
3,9,25,29,93
3,9,25,30,106
3,9,25,31,99
3,9,25,32,73
3,9,25,33,81
3,9,25,34,85
3,9,25,35,63
3,9,25,36,72
3,9,25,37,65
3,9,25,38,66
3,9,25,39,64
3,9,25,40,91
3,9,25,41,83
3,9,25,42,69
3,9,25,43,84
3,9,25,44,94
3,9,25,45,94
3,9,25,46,103
3,9,25,47,75
3,9,25,48,76
3,9,25,49,92
3,9,25,50,74
3,9,25,51,84
3,9,25,52,77
3,9,25,53,56
3,9,25,54,71
3,9,25,55,66
3,9,25,56,41
3,9,25,57,43
3,9,25,58,44
3,9,25,59,39
3,9,25,60,36
3,9,25,61,31
3,9,25,62,31
3,9,25,63,29
3,9,25,64,31
3,9,25,65,21
3,9,25,66,18
3,9,25,67,18
3,9,25,68,19
3,9,25,69,19
3,9,25,70,18
3,9,25,71,12
3,9,25,0,1
3,9,26,1,1
3,9,26,2,2
3,9,26,3,2
3,9,26,4,2
3,9,26,5,11
3,9,26,6,11
3,9,26,7,11
3,9,26,8,11
3,9,26,9,11
3,9,26,10,11
3,9,26,11,11
3,9,26,12,11
3,9,26,13,11
3,9,26,14,11
3,9,26,15,11
3,9,26,16,13
3,9,26,17,27
3,9,26,18,25
3,9,26,19,40
3,9,26,20,73
3,9,26,21,88
3,9,26,22,114
3,9,26,23,126
3,9,26,24,117
3,9,26,25,130
3,9,26,26,121
3,9,26,27,126
3,9,26,28,120
3,9,26,29,81
3,9,26,30,78
3,9,26,31,57
3,9,26,32,58
3,9,26,33,65
3,9,26,34,47
3,9,26,35,62
3,9,26,36,63
3,9,26,37,71
3,9,26,38,72
3,9,26,39,61
3,9,26,40,51
3,9,26,41,64
3,9,26,42,52
3,9,26,43,90
3,9,26,44,77
3,9,26,45,76
3,9,26,46,71
3,9,26,47,72
3,9,26,48,64
3,9,26,49,75
3,9,26,50,73
3,9,26,51,71
3,9,26,52,67
3,9,26,53,63
3,9,26,54,63
3,9,26,55,52
3,9,26,56,48
3,9,26,57,35
3,9,26,58,37
3,9,26,59,32
3,9,26,60,35
3,9,26,61,35
3,9,26,62,44
3,9,26,63,28
3,9,26,64,26
3,9,26,65,23
3,9,26,66,27
3,9,26,67,18
3,9,26,68,17
3,9,26,69,11
3,9,26,70,1
3,9,26,71,12
3,9,27,0,1
3,9,27,1,1
3,9,27,2,1
3,9,27,3,1
3,9,27,4,1
3,9,27,5,3
3,9,27,6,18
3,9,27,7,18
3,9,27,8,18
3,9,27,9,18
3,9,27,10,18
3,9,27,11,18
3,9,27,12,18
3,9,27,13,18
3,9,27,14,18
3,9,27,15,18
3,9,27,16,17
3,9,27,17,19
3,9,27,18,28
3,9,27,19,31
3,9,27,20,43
3,9,27,21,51
3,9,27,22,89
3,9,27,23,104
3,9,27,24,128
3,9,27,25,117
3,9,27,26,131
3,9,27,27,111
3,9,27,28,90
3,9,27,29,94
3,9,27,30,96
3,9,27,31,66
3,9,27,32,56
3,9,27,33,50
3,9,27,34,53
3,9,27,35,65
3,9,27,36,49
3,9,27,37,62
3,9,27,38,66
3,9,27,39,68
3,9,27,40,82
3,9,27,41,32
3,9,27,42,51
3,9,27,43,55
3,9,27,44,66
3,9,27,45,68
3,9,27,46,84
3,9,27,47,71
3,9,27,48,71
3,9,27,49,67
3,9,27,50,83
3,9,27,51,93
3,9,27,52,21
3,9,27,53,59
3,9,27,54,43
3,9,27,55,64
3,9,27,56,60
3,9,27,57,24
3,9,27,58,29
3,9,27,59,8
3,9,27,60,12
3,9,27,61,6
3,9,27,62,14
3,9,27,63,12
3,9,27,64,7
3,9,27,65,11
3,9,27,66,4
3,9,27,67,6
3,9,27,68,3
3,9,27,69,8
3,9,27,70,12
3,9,28,71,4
3,9,28,0,4
3,9,28,1,3
3,9,28,2,1
3,9,28,3,1
3,9,28,4,2
3,9,28,5,1
3,9,28,6,3
3,9,28,7,3
3,9,28,8,3
3,9,28,9,3
3,9,28,10,3
3,9,28,11,3
3,9,28,12,3
3,9,28,13,3
3,9,28,14,3
3,9,28,15,3
3,9,28,16,4
3,9,28,17,8
3,9,28,18,5
3,9,28,19,13
3,9,28,20,26
3,9,28,21,34
3,9,28,22,48
3,9,28,23,34
3,9,28,24,32
3,9,28,25,41
3,9,28,26,35
3,9,28,27,35
3,9,28,28,23
3,9,28,29,21
3,9,28,30,19
3,9,28,31,12
3,9,28,32,13
3,9,28,33,16
3,9,28,34,13
3,9,28,35,9
3,9,28,36,18
3,9,28,37,10
3,9,28,38,15
3,9,28,39,18
3,9,28,40,15
3,9,28,41,15
3,9,28,42,12
3,9,28,43,16
3,9,28,44,7
3,9,28,45,11
3,9,28,46,15
3,9,28,47,10
3,9,28,48,18
3,9,28,49,29
3,9,28,50,76
3,9,28,51,56
3,9,28,52,79
3,9,28,53,69
3,9,28,54,43
3,9,28,55,54
3,9,28,56,52
3,9,28,57,42
3,9,28,58,54
3,9,28,59,48
3,9,28,60,48
3,9,28,61,42
3,9,28,62,29
3,9,28,63,31
3,9,28,64,35
3,9,28,65,19
3,9,28,66,18
3,9,28,67,12
3,9,28,68,14
3,9,28,69,6
3,9,28,70,1
3,9,28,71,2
3,9,29,0,1
3,9,29,1,4
3,9,29,2,12
3,9,29,3,12
3,9,29,4,12
3,9,29,5,12
3,9,29,6,12
3,9,29,7,12
3,9,29,8,12
3,9,29,9,12
3,9,29,10,12
3,9,29,11,12
3,9,29,12,12
3,9,29,13,12
3,9,29,14,12
3,9,29,15,12
3,9,29,16,9
3,9,29,17,11
3,9,29,18,15
3,9,29,19,14
3,9,29,20,32
3,9,29,21,68
3,9,29,22,72
3,9,29,23,88
3,9,29,24,105
3,9,29,25,99
3,9,29,26,114
3,9,29,27,117
3,9,29,28,102
3,9,29,29,82
3,9,29,30,82
3,9,29,31,85
3,9,29,32,80
3,9,29,33,48
3,9,29,34,45
3,9,29,35,62
3,9,29,36,69
3,9,29,37,78
3,9,29,38,75
3,9,29,39,69
3,9,29,40,66
3,9,29,41,75
3,9,29,42,66
3,9,29,43,67
3,9,29,44,64
3,9,29,45,82
3,9,29,46,78
3,9,29,47,85
3,9,29,48,71
3,9,29,49,78
3,9,29,50,86
3,9,29,51,78
3,9,29,52,70
3,9,29,53,71
3,9,29,54,70
3,9,29,55,67
3,9,29,56,58
3,9,29,57,45
3,9,29,58,44
3,9,29,59,41
3,9,29,60,25
3,9,29,61,26
3,9,29,62,40
3,9,29,63,28
3,9,29,64,43
3,9,29,65,41
3,9,29,66,26
3,9,29,67,22
3,9,29,68,12
3,9,29,69,26
3,9,29,70,21
3,9,29,71,7
3,9,30,0,7
3,9,30,1,2
3,9,30,2,2
3,9,30,3,1
3,9,30,4,2
3,9,30,5,11
3,9,30,6,11
3,9,30,7,11
3,9,30,8,11
3,9,30,9,11
3,9,30,10,11
3,9,30,11,11
3,9,30,12,11
3,9,30,13,11
3,9,30,14,11
3,9,30,15,11
3,9,30,16,19
3,9,30,17,16
3,9,30,18,35
3,9,30,19,37
3,9,30,20,52
3,9,30,21,77
3,9,30,22,86
3,9,30,23,104
3,9,30,24,114
3,9,30,25,104
3,9,30,26,107
3,9,30,27,91
3,9,30,28,92
3,9,30,29,75
3,9,30,30,80
3,9,30,31,73
3,9,30,32,77
3,9,30,33,84
3,9,30,34,58
3,9,30,35,70
3,9,30,36,69
3,9,30,37,100
3,9,30,38,117
3,9,30,39,109
3,9,30,40,106
3,9,30,41,123
3,9,30,42,109
3,9,30,43,111
3,9,30,44,69
3,9,30,45,138
3,9,30,46,133
3,9,30,47,135
3,9,30,48,129
3,9,30,49,148
3,9,30,50,143
3,9,30,51,131
3,9,30,52,133
3,9,30,53,52
3,9,30,54,25
3,9,30,55,32
3,9,30,56,27
3,9,30,57,20
3,9,30,58,23
3,9,30,59,21
3,9,30,60,17
3,9,30,61,15
3,9,30,62,16
3,9,30,63,14
3,9,30,64,13
3,9,30,65,11
3,9,30,66,10
3,9,30,67,9
3,9,30,68,9
3,9,30,69,11
3,9,30,70,7
3,9,30,71,13
3,10,1,0,1
3,10,1,1,4
3,10,1,2,4
3,10,1,3,2
3,10,1,4,2
3,10,1,5,1
3,10,1,6,1
3,10,1,7,1
3,10,1,8,1
3,10,1,9,2
3,10,1,10,2
3,10,1,11,2
3,10,1,12,3
3,10,1,13,2
3,10,1,14,4
3,10,1,15,3
3,10,1,16,14
3,10,1,17,9
3,10,1,18,16
3,10,1,19,10
3,10,1,20,13
3,10,1,21,19
3,10,1,22,13
3,10,1,23,20
3,10,1,24,14
3,10,1,25,14
3,10,1,26,10
3,10,1,27,11
3,10,1,28,13
3,10,1,29,9
3,10,1,30,11
3,10,1,31,10
3,10,1,32,16
3,10,1,33,10
3,10,1,34,10
3,10,1,35,16
3,10,1,36,10
3,10,1,37,8
3,10,1,38,11
3,10,1,39,7
3,10,1,40,11
3,10,1,41,13
3,10,1,42,18
3,10,1,43,9
3,10,1,44,12
3,10,1,45,8
3,10,1,46,8
3,10,1,47,8
3,10,1,48,11
3,10,1,49,10
3,10,1,50,13
3,10,1,51,12
3,10,1,52,9
3,10,1,53,4
3,10,1,54,7
3,10,1,55,6
3,10,1,56,5
3,10,1,57,3
3,10,1,58,2
3,10,1,59,1
3,10,1,60,6
3,10,1,61,4
3,10,1,62,3
3,10,1,63,3
3,10,1,64,2
3,10,1,65,2
3,10,1,66,5
3,10,1,67,1
3,10,1,68,1
3,10,1,69,1
3,10,1,70,2
3,10,1,71,3
3,9,30,0,15
3,9,30,1,15
3,9,30,2,15
3,9,30,3,15
3,9,30,4,15
3,9,30,5,15
3,9,30,6,15
3,9,30,7,15
3,9,30,8,15
3,9,30,9,15
3,9,30,10,15
3,9,30,11,15
3,9,30,12,15
3,9,30,13,15
3,9,30,14,15
3,9,30,15,15
3,9,30,16,15
3,9,30,17,15
3,9,30,18,15
3,9,30,19,15
3,9,30,20,15
3,9,30,21,15
3,9,30,22,15
3,9,30,23,15
3,9,30,24,15
3,10,2,25,15
3,10,2,26,18
3,10,2,27,14
3,10,2,28,11
3,10,2,29,8
3,10,2,30,10
3,10,2,31,10
3,10,2,32,10
3,10,2,33,4
3,10,2,34,12
3,10,2,35,7
3,10,2,36,9
3,10,2,37,3
3,10,2,38,4
3,10,2,39,12
3,10,2,40,9
3,10,2,41,6
3,10,2,42,5
3,10,2,43,3
3,10,2,44,9
3,10,2,45,8
3,10,2,46,6
3,10,2,47,12
3,10,2,48,13
3,10,2,49,8
3,10,2,50,8
3,10,2,51,11
3,10,2,52,10
3,10,2,53,4
3,10,2,54,2
3,10,2,55,3
3,10,2,56,2
3,10,2,57,2
3,10,2,58,7
3,10,2,59,5
3,10,2,60,4
3,10,2,61,7
3,10,2,62,1
3,10,2,63,1
3,10,2,64,1
3,10,2,65,1
3,10,2,66,1
3,10,2,67,1
3,10,3,68,1
3,10,3,69,1
3,10,3,70,1
3,10,3,71,1
3,10,2,0,1
3,10,3,1,1
3,10,3,2,2
3,10,3,3,2
3,10,3,4,2
3,10,3,5,2
3,10,3,6,2
3,10,3,7,2
3,10,3,8,2
3,10,3,9,2
3,10,3,10,2
3,10,3,11,2
3,10,3,12,2
3,10,3,13,2
3,10,3,14,2
3,10,3,15,2
3,10,3,16,2
3,10,3,17,1
3,10,3,18,4
3,10,3,19,4
3,10,3,20,2
3,10,3,21,4
3,10,3,22,2
3,10,3,23,7
3,10,3,24,8
3,10,3,25,8
3,10,3,26,6
3,10,3,27,7
3,10,3,28,7
3,10,3,29,7
3,10,3,30,7
3,10,3,31,7
3,10,3,32,7
3,10,3,33,7
3,10,3,34,7
3,10,3,35,6
3,10,3,36,5
3,10,3,37,7
3,10,3,38,6
3,10,3,39,7
3,10,3,40,12
3,10,3,41,10
3,10,3,42,8
3,10,3,43,10
3,10,3,44,13
3,10,3,45,5
3,10,3,46,8
3,10,3,47,5
3,10,3,48,4
3,10,3,49,3
3,10,3,50,8
3,10,3,51,5
3,10,3,52,7
3,10,3,53,5
3,10,3,54,3
3,10,3,55,9
3,10,3,56,4
3,10,3,57,4
3,10,3,58,2
3,10,3,59,3
3,10,3,60,5
3,10,3,61,6
3,10,3,62,3
3,10,3,63,2
3,10,3,64,4
3,10,3,65,1
3,10,3,66,1
3,10,3,67,1
3,10,3,68,1
3,10,3,69,1
3,10,3,70,2
3,10,3,71,1
3,10,4,0,1
3,10,4,1,1
3,10,4,2,1
3,10,4,3,1
3,10,4,4,1
3,10,4,5,1
3,10,4,6,1
3,10,4,7,1
3,10,4,8,1
3,10,4,9,1
3,10,4,10,1
3,10,4,11,1
3,10,4,12,1
3,10,4,13,1
3,10,4,14,1
3,10,4,15,1
3,10,4,16,1
3,10,4,17,2
3,10,4,18,2
3,10,4,19,2
3,10,4,20,2
3,10,4,21,6
3,10,4,22,5
3,10,4,23,7
3,10,4,24,4
3,10,4,25,8
3,10,4,26,8
3,10,4,27,10
3,10,4,28,9
3,10,4,29,11
3,10,4,30,14
3,10,4,31,10
3,10,4,32,10
3,10,4,33,13
3,10,4,34,11
3,10,4,35,8
3,10,4,36,13
3,10,4,37,9
3,10,4,38,5
3,10,4,39,8
3,10,4,40,16
3,10,4,41,8
3,10,4,42,15
3,10,4,43,10
3,10,4,44,21
3,10,4,45,16
3,10,4,46,12
3,10,4,47,13
3,10,4,48,19
3,10,4,49,13
3,10,4,50,12
3,10,4,51,19
3,10,4,52,15
3,10,4,53,8
3,10,4,54,6
3,10,4,55,9
3,10,4,56,7
3,10,4,57,7
3,10,4,58,5
3,10,4,59,8
3,10,4,60,7
3,10,4,61,3
3,10,4,62,6
3,10,4,63,2
3,10,4,64,5
3,10,4,65,1
3,10,4,66,1
3,10,4,67,1
3,10,4,68,3
3,10,4,69,1
3,10,5,70,1
3,10,5,71,1
3,10,4,0,1
3,10,4,1,1
3,10,4,2,1
3,10,5,3,1
3,10,5,4,1
3,10,5,5,1
3,10,5,6,1
3,10,5,7,1
3,10,5,8,1
3,10,5,9,1
3,10,5,10,1
3,10,5,11,1
3,10,5,12,1
3,10,5,13,1
3,10,5,14,2
3,10,5,15,2
3,10,5,16,2
3,10,5,17,2
3,10,5,18,2
3,10,5,19,2
3,10,5,20,5
3,10,5,21,5
3,10,5,22,4
3,10,5,23,3
3,10,5,24,12
3,10,5,25,15
3,10,5,26,10
3,10,5,27,5
3,10,5,28,14
3,10,5,29,10
3,10,5,30,2
3,10,5,31,10
3,10,5,32,15
3,10,5,33,20
3,10,5,34,11
3,10,5,35,11
3,10,5,36,10
3,10,5,37,5
3,10,5,38,8
3,10,5,39,8
3,10,5,40,13
3,10,5,41,13
3,10,5,42,22
3,10,5,43,12
3,10,5,44,18
3,10,5,45,14
3,10,5,46,11
3,10,5,47,13
3,10,5,48,20
3,10,5,49,20
3,10,5,50,19
3,10,5,51,23
3,10,5,52,16
3,10,5,53,12
3,10,5,54,10
3,10,5,55,12
3,10,5,56,5
3,10,5,57,4
3,10,5,58,9
3,10,5,59,9
3,10,5,60,9
3,10,5,61,10
3,10,5,62,6
3,10,5,63,7
3,10,5,64,7
3,10,5,65,4
3,10,5,66,4
3,10,5,67,2
3,10,5,68,1
3,10,5,69,1
3,10,6,70,1
3,10,6,71,1
3,10,5,0,1
3,10,5,1,1
3,10,5,2,1
3,10,6,3,1
3,10,6,4,1
3,10,6,5,1
3,10,6,6,1
3,10,6,7,1
3,10,6,8,1
3,10,6,9,1
3,10,6,10,1
3,10,6,11,1
3,10,6,12,1
3,10,6,13,1
3,10,6,14,1
3,10,6,15,1
3,10,6,16,1
3,10,6,17,1
3,10,6,18,1
3,10,6,19,1
3,10,6,20,2
3,10,6,21,3
3,10,6,22,7
3,10,6,23,13
3,10,6,24,8
3,10,6,25,7
3,10,6,26,19
3,10,6,27,16
3,10,6,28,12
3,10,6,29,12
3,10,6,30,17
3,10,6,31,9
3,10,6,32,7
3,10,6,33,18
3,10,6,34,12
3,10,6,35,6
3,10,6,36,8
3,10,6,37,9
3,10,6,38,11
3,10,6,39,11
3,10,6,40,23
3,10,6,41,14
3,10,6,42,16
3,10,6,43,13
3,10,6,44,13
3,10,6,45,25
3,10,6,46,15
3,10,6,47,10
3,10,6,48,18
3,10,6,49,22
3,10,6,50,11
3,10,6,51,18
3,10,6,52,11
3,10,6,53,11
3,10,6,54,14
3,10,6,55,5
3,10,6,56,8
3,10,6,57,11
3,10,6,58,9
3,10,6,59,14
3,10,6,60,10
3,10,6,61,4
3,10,6,62,3
3,10,6,63,1
3,10,6,64,2
3,10,6,65,2
3,10,6,66,2
3,10,6,67,1
3,10,6,68,1
3,10,6,69,1
3,10,7,70,2
3,10,7,71,2
3,10,6,0,2
3,10,6,1,2
3,10,6,2,2
3,10,6,3,2
3,10,6,4,2
3,10,6,5,2
3,10,6,6,2
3,10,6,7,2
3,10,6,8,2
3,10,6,9,2
3,10,6,10,2
3,10,6,11,2
3,10,6,12,2
3,10,6,13,2
3,10,6,14,2
3,10,6,15,2
3,10,6,16,2
3,10,7,17,2
3,10,7,18,1
3,10,7,19,2
3,10,7,20,2
3,10,7,21,2
3,10,7,22,8
3,10,7,23,9
3,10,7,24,8
3,10,7,25,14
3,10,7,26,9
3,10,7,27,11
3,10,7,28,7
3,10,7,29,10
3,10,7,30,11
3,10,7,31,13
3,10,7,32,7
3,10,7,33,5
3,10,7,34,8
3,10,7,35,10
3,10,7,36,6
3,10,7,37,7
3,10,7,38,12
3,10,7,39,8
3,10,7,40,10
3,10,7,41,18
3,10,7,42,12
3,10,7,43,23
3,10,7,44,16
3,10,7,45,13
3,10,7,46,18
3,10,7,47,16
3,10,7,48,12
3,10,7,49,6
3,10,7,50,13
3,10,7,51,7
3,10,7,52,12
3,10,7,53,9
3,10,7,54,9
3,10,7,55,6
3,10,7,56,6
3,10,7,57,8
3,10,7,58,7
3,10,7,59,5
3,10,7,60,4
3,10,7,61,5
3,10,7,62,9
3,10,7,63,1
3,10,7,64,1
3,10,7,65,3
3,10,7,66,5
3,10,7,67,3
3,10,7,68,1
3,10,7,69,1
3,10,7,70,2
3,10,8,71,3
3,10,7,0,3
3,10,8,1,3
3,10,8,2,1
3,10,8,3,1
3,10,8,4,1
3,10,8,5,1
3,10,8,6,1
3,10,8,7,1
3,10,8,8,1
3,10,8,9,1
3,10,8,10,1
3,10,8,11,1
3,10,8,12,1
3,10,8,13,1
3,10,8,14,1
3,10,8,15,9
3,10,8,16,14
3,10,8,17,9
3,10,8,18,25
3,10,8,19,27
3,10,8,20,37
3,10,8,21,72
3,10,8,22,77
3,10,8,23,97
3,10,8,24,106
3,10,8,25,93
3,10,8,26,83
3,10,8,27,83
3,10,8,28,99
3,10,8,29,86
3,10,8,30,60
3,10,8,31,64
3,10,8,32,63
3,10,8,33,36
3,10,8,34,53
3,10,8,35,41
3,10,8,36,53
3,10,8,37,53
3,10,8,38,63
3,10,8,39,79
3,10,8,40,71
3,10,8,41,76
3,10,8,42,63
3,10,8,43,75
3,10,8,44,44
3,10,8,45,66
3,10,8,46,69
