"tollgate_id","time_window","direction","volume","has_etc","car_model"
"3","(2016-10-14 03:00:00,2016-10-14 03:20:00)","1","2","0","[0, 1, 0, 1, 0, 0, 0, 0]"
"3","(2016-10-14 03:00:00,2016-10-14 03:20:00)","0","13","1","[0, 13, 0, 0, 0, 0, 0, 0]"
"2","(2016-10-14 03:00:00,2016-10-14 03:20:00)","0","2","2","[0, 2, 0, 0, 0, 0, 0, 0]"
"1","(2016-10-14 03:20:00,2016-10-14 03:40:00)","1","8","0","[0, 6, 1, 0, 0, 1, 0, 0]"
"1","(2016-10-14 03:20:00,2016-10-14 03:40:00)","0","3","0","[0, 2, 0, 1, 0, 0, 0, 0]"
"3","(2016-10-14 03:20:00,2016-10-14 03:40:00)","1","6","1","[0, 4, 0, 0, 0, 2, 0, 0]"
"3","(2016-10-14 03:20:00,2016-10-14 03:40:00)","0","12","1","[0, 10, 1, 0, 0, 1, 0, 0]"
"2","(2016-10-14 03:20:00,2016-10-14 03:40:00)","0","1","1","[0, 1, 0, 0, 0, 0, 0, 0]"
"1","(2016-10-14 03:40:00,2016-10-14 04:00:00)","1","12","2","[0, 10, 2, 0, 0, 0, 0, 0]"
"1","(2016-10-14 03:40:00,2016-10-14 04:00:00)","0","8","1","[0, 3, 1, 0, 0, 4, 0, 0]"
"3","(2016-10-14 03:40:00,2016-10-14 04:00:00)","1","2","0","[0, 2, 0, 0, 0, 0, 0, 0]"
"3","(2016-10-14 03:40:00,2016-10-14 04:00:00)","0","7","0","[0, 4, 1, 0, 0, 2, 0, 0]"
"1","(2016-10-14 04:00:00,2016-10-14 04:20:00)","1","16","1","[0, 13, 1, 0, 0, 2, 0, 0]"
"1","(2016-10-14 04:00:00,2016-10-14 04:20:00)","0","12","0","[0, 7, 0, 0, 0, 5, 0, 0]"
"3","(2016-10-14 04:00:00,2016-10-14 04:20:00)","1","3","1","[0, 2, 0, 1, 0, 0, 0, 0]"
"3","(2016-10-14 04:00:00,2016-10-14 04:20:00)","0","11","0","[0, 9, 0, 2, 0, 0, 0, 0]"
"1","(2016-10-14 04:20:00,2016-10-14 04:40:00)","1","17","0","[0, 13, 1, 0, 0, 3, 0, 0]"
"1","(2016-10-14 04:20:00,2016-10-14 04:40:00)","0","13","0","[0, 7, 1, 0, 0, 5, 0, 0]"
"3","(2016-10-14 04:20:00,2016-10-14 04:40:00)","1","9","0","[0, 3, 2, 1, 0, 3, 0, 0]"
"3","(2016-10-14 04:20:00,2016-10-14 04:40:00)","0","13","2","[0, 10, 1, 2, 0, 0, 0, 0]"
"2","(2016-10-14 04:20:00,2016-10-14 04:40:00)","0","1","1","[0, 1, 0, 0, 0, 0, 0, 0]"
"1","(2016-10-14 04:40:00,2016-10-14 05:00:00)","1","25","3","[0, 19, 3, 0, 0, 3, 0, 0]"
"1","(2016-10-14 04:40:00,2016-10-14 05:00:00)","0","6","0","[0, 4, 2, 0, 0, 0, 0, 0]"
"3","(2016-10-14 04:40:00,2016-10-14 05:00:00)","1","11","1","[0, 4, 3, 1, 0, 3, 0, 0]"
"3","(2016-10-14 04:40:00,2016-10-14 05:00:00)","0","14","2","[1, 6, 1, 3, 0, 3, 0, 0]"
"2","(2016-10-14 04:40:00,2016-10-14 05:00:00)","0","6","1","[0, 3, 3, 0, 0, 0, 0, 0]"
"1","(2016-10-14 05:00:00,2016-10-14 05:20:00)","1","29","2","[0, 21, 1, 6, 0, 1, 0, 0]"
"1","(2016-10-14 05:00:00,2016-10-14 05:20:00)","0","3","0","[0, 2, 1, 0, 0, 0, 0, 0]"
"3","(2016-10-14 05:00:00,2016-10-14 05:20:00)","1","11","0","[0, 6, 2, 0, 1, 2, 0, 0]"
"3","(2016-10-14 05:00:00,2016-10-14 05:20:00)","0","15","0","[0, 10, 5, 0, 0, 0, 0, 0]"
"2","(2016-10-14 05:00:00,2016-10-14 05:20:00)","0","14","1","[0, 5, 9, 0, 0, 0, 0, 0]"
"1","(2016-10-14 05:20:00,2016-10-14 05:40:00)","1","33","0","[0, 28, 3, 0, 0, 2, 0, 0]"
"1","(2016-10-14 05:20:00,2016-10-14 05:40:00)","0","7","2","[0, 3, 4, 0, 0, 0, 0, 0]"
"3","(2016-10-14 05:20:00,2016-10-14 05:40:00)","1","5","1","[0, 1, 2, 1, 0, 1, 0, 0]"
"3","(2016-10-14 05:20:00,2016-10-14 05:40:00)","0","16","2","[0, 10, 6, 0, 0, 0, 0, 0]"
"2","(2016-10-14 05:20:00,2016-10-14 05:40:00)","0","10","0","[0, 8, 2, 0, 0, 0, 0, 0]"
"1","(2016-10-14 05:40:00,2016-10-14 06:00:00)","1","41","1","[0, 30, 3, 3, 0, 5, 0, 0]"
"1","(2016-10-14 05:40:00,2016-10-14 06:00:00)","0","8","0","[0, 6, 2, 0, 0, 0, 0, 0]"
"3","(2016-10-14 05:40:00,2016-10-14 06:00:00)","1","13","1","[0, 6, 5, 1, 0, 0, 0, 1]"
"3","(2016-10-14 05:40:00,2016-10-14 06:00:00)","0","18","2","[0, 11, 7, 0, 0, 0, 0, 0]"
"2","(2016-10-14 05:40:00,2016-10-14 06:00:00)","0","22","6","[0, 11, 11, 0, 0, 0, 0, 0]"
"1","(2016-10-14 06:00:00,2016-10-14 06:20:00)","1","34","3","[0, 22, 4, 3, 0, 5, 0, 0]"
"1","(2016-10-14 06:00:00,2016-10-14 06:20:00)","0","14","5","[0, 12, 1, 0, 1, 0, 0, 0]"
"3","(2016-10-14 06:00:00,2016-10-14 06:20:00)","1","17","3","[0, 9, 5, 1, 1, 1, 0, 0]"
"3","(2016-10-14 06:00:00,2016-10-14 06:20:00)","0","19","5","[0, 14, 5, 0, 0, 0, 0, 0]"
"2","(2016-10-14 06:00:00,2016-10-14 06:20:00)","0","20","3","[0, 17, 3, 0, 0, 0, 0, 0]"
"1","(2016-10-14 06:20:00,2016-10-14 06:40:00)","1","48","7","[0, 35, 7, 5, 0, 1, 0, 0]"
"1","(2016-10-14 06:20:00,2016-10-14 06:40:00)","0","20","5","[0, 18, 2, 0, 0, 0, 0, 0]"
"3","(2016-10-14 06:20:00,2016-10-14 06:40:00)","1","34","5","[0, 18, 10, 1, 2, 3, 0, 0]"
"3","(2016-10-14 06:20:00,2016-10-14 06:40:00)","0","38","7","[0, 25, 12, 0, 1, 0, 0, 0]"
"2","(2016-10-14 06:20:00,2016-10-14 06:40:00)","0","45","9","[0, 37, 8, 0, 0, 0, 0, 0]"
"1","(2016-10-14 06:40:00,2016-10-14 07:00:00)","1","57","9","[0, 42, 7, 2, 2, 4, 0, 0]"
"1","(2016-10-14 06:40:00,2016-10-14 07:00:00)","0","20","7","[0, 16, 1, 2, 1, 0, 0, 0]"
"3","(2016-10-14 06:40:00,2016-10-14 07:00:00)","1","54","10","[0, 48, 3, 1, 1, 1, 0, 0]"
"3","(2016-10-14 06:40:00,2016-10-14 07:00:00)","0","78","19","[0, 60, 16, 1, 1, 0, 0, 0]"
"2","(2016-10-14 06:40:00,2016-10-14 07:00:00)","0","47","14","[0, 41, 6, 0, 0, 0, 0, 0]"
"1","(2016-10-14 07:00:00,2016-10-14 07:20:00)","1","72","15","[0, 56, 6, 3, 2, 5, 0, 0]"
"1","(2016-10-14 07:00:00,2016-10-14 07:20:00)","0","23","7","[0, 19, 3, 0, 1, 0, 0, 0]"
"3","(2016-10-14 07:00:00,2016-10-14 07:20:00)","1","73","21","[0, 56, 17, 0, 0, 0, 0, 0]"
"3","(2016-10-14 07:00:00,2016-10-14 07:20:00)","0","93","39","[0, 72, 15, 1, 5, 0, 0, 0]"
"2","(2016-10-14 07:00:00,2016-10-14 07:20:00)","0","87","33","[0, 80, 5, 0, 2, 0, 0, 0]"
"1","(2016-10-14 07:20:00,2016-10-14 07:40:00)","1","78","22","[0, 65, 6, 4, 1, 2, 0, 0]"
"1","(2016-10-14 07:20:00,2016-10-14 07:40:00)","0","28","6","[0, 25, 3, 0, 0, 0, 0, 0]"
"3","(2016-10-14 07:20:00,2016-10-14 07:40:00)","1","71","20","[0, 66, 3, 1, 1, 0, 0, 0]"
"3","(2016-10-14 07:20:00,2016-10-14 07:40:00)","0","126","46","[0, 108, 16, 1, 1, 0, 0, 0]"
"2","(2016-10-14 07:20:00,2016-10-14 07:40:00)","0","96","35","[0, 86, 9, 1, 0, 0, 0, 0]"
"1","(2016-10-14 07:40:00,2016-10-14 08:00:00)","1","120","35","[0, 104, 5, 4, 2, 5, 0, 0]"
"1","(2016-10-14 07:40:00,2016-10-14 08:00:00)","0","30","8","[0, 28, 2, 0, 0, 0, 0, 0]"
"3","(2016-10-14 07:40:00,2016-10-14 08:00:00)","1","77","22","[0, 73, 1, 3, 0, 0, 0, 0]"
"3","(2016-10-14 07:40:00,2016-10-14 08:00:00)","0","152","49","[0, 131, 18, 0, 3, 0, 0, 0]"
"2","(2016-10-14 07:40:00,2016-10-14 08:00:00)","0","108","37","[0, 105, 3, 0, 0, 0, 0, 0]"
"1","(2016-10-14 08:00:00,2016-10-14 08:20:00)","1","108","30","[0, 100, 4, 2, 0, 2, 0, 0]"
"1","(2016-10-14 08:00:00,2016-10-14 08:20:00)","0","34","16","[0, 32, 2, 0, 0, 0, 0, 0]"
"3","(2016-10-14 08:00:00,2016-10-14 08:20:00)","1","99","31","[0, 89, 5, 2, 1, 1, 0, 1]"
"3","(2016-10-14 08:00:00,2016-10-14 08:20:00)","0","158","56","[0, 139, 18, 0, 1, 0, 0, 0]"
"2","(2016-10-14 08:00:00,2016-10-14 08:20:00)","0","112","41","[0, 105, 5, 1, 1, 0, 0, 0]"
"1","(2016-10-14 08:20:00,2016-10-14 08:40:00)","1","107","25","[0, 99, 5, 0, 2, 1, 0, 0]"
"1","(2016-10-14 08:20:00,2016-10-14 08:40:00)","0","59","15","[0, 53, 5, 1, 0, 0, 0, 0]"
"3","(2016-10-14 08:20:00,2016-10-14 08:40:00)","1","134","41","[0, 124, 6, 2, 0, 2, 0, 0]"
"3","(2016-10-14 08:20:00,2016-10-14 08:40:00)","0","180","54","[0, 160, 20, 0, 0, 0, 0, 0]"
"2","(2016-10-14 08:20:00,2016-10-14 08:40:00)","0","132","45","[0, 116, 15, 0, 1, 0, 0, 0]"
"1","(2016-10-14 08:40:00,2016-10-14 09:00:00)","1","108","14","[0, 99, 7, 1, 1, 0, 0, 0]"
"1","(2016-10-14 08:40:00,2016-10-14 09:00:00)","0","46","10","[0, 41, 2, 2, 1, 0, 0, 0]"
"3","(2016-10-14 08:40:00,2016-10-14 09:00:00)","1","127","57","[0, 116, 8, 1, 0, 2, 0, 0]"
"3","(2016-10-14 08:40:00,2016-10-14 09:00:00)","0","146","37","[0, 127, 18, 1, 0, 0, 0, 0]"
"2","(2016-10-14 08:40:00,2016-10-14 09:00:00)","0","141","46","[0, 136, 4, 1, 0, 0, 0, 0]"
"1","(2016-10-14 09:00:00,2016-10-14 09:20:00)","1","126","33","[0, 115, 4, 2, 2, 2, 0, 1]"
"1","(2016-10-14 09:00:00,2016-10-14 09:20:00)","0","44","9","[0, 36, 8, 0, 0, 0, 0, 0]"
"3","(2016-10-14 09:00:00,2016-10-14 09:20:00)","1","125","40","[0, 114, 6, 3, 0, 2, 0, 0]"
"3","(2016-10-14 09:00:00,2016-10-14 09:20:00)","0","161","37","[1, 133, 27, 0, 0, 0, 0, 0]"
"2","(2016-10-14 09:00:00,2016-10-14 09:20:00)","0","105","27","[0, 95, 8, 2, 0, 0, 0, 0]"
"1","(2016-10-14 09:20:00,2016-10-14 09:40:00)","1","111","25","[0, 98, 3, 0, 4, 6, 0, 0]"
"1","(2016-10-14 09:20:00,2016-10-14 09:40:00)","0","48","8","[0, 44, 4, 0, 0, 0, 0, 0]"
"3","(2016-10-14 09:20:00,2016-10-14 09:40:00)","1","100","31","[0, 87, 5, 2, 3, 3, 0, 0]"
"3","(2016-10-14 09:20:00,2016-10-14 09:40:00)","0","140","30","[0, 113, 25, 0, 2, 0, 0, 0]"
"2","(2016-10-14 09:20:00,2016-10-14 09:40:00)","0","117","29","[0, 99, 17, 1, 0, 0, 0, 0]"
"1","(2016-10-14 09:40:00,2016-10-14 10:00:00)","1","152","38","[0, 126, 7, 3, 6, 7, 0, 3]"
"1","(2016-10-14 09:40:00,2016-10-14 10:00:00)","0","45","12","[0, 42, 3, 0, 0, 0, 0, 0]"
"3","(2016-10-14 09:40:00,2016-10-14 10:00:00)","1","105","26","[0, 95, 2, 1, 0, 5, 0, 2]"
"3","(2016-10-14 09:40:00,2016-10-14 10:00:00)","0","129","30","[0, 108, 20, 1, 0, 0, 0, 0]"
"2","(2016-10-14 09:40:00,2016-10-14 10:00:00)","0","77","18","[0, 69, 6, 1, 1, 0, 0, 0]"
"1","(2016-10-14 10:00:00,2016-10-14 10:20:00)","1","89","16","[0, 65, 18, 1, 1, 4, 0, 0]"
"1","(2016-10-14 10:00:00,2016-10-14 10:20:00)","0","53","15","[0, 49, 4, 0, 0, 0, 0, 0]"
"3","(2016-10-14 10:00:00,2016-10-14 10:20:00)","1","92","25","[0, 81, 7, 1, 1, 2, 0, 0]"
"3","(2016-10-14 10:00:00,2016-10-14 10:20:00)","0","132","26","[0, 107, 23, 2, 0, 0, 0, 0]"
"2","(2016-10-14 10:00:00,2016-10-14 10:20:00)","0","121","25","[0, 104, 17, 0, 0, 0, 0, 0]"
"1","(2016-10-14 10:20:00,2016-10-14 10:40:00)","1","137","40","[0, 106, 16, 3, 2, 10, 0, 0]"
"1","(2016-10-14 10:20:00,2016-10-14 10:40:00)","0","47","11","[0, 44, 3, 0, 0, 0, 0, 0]"
"3","(2016-10-14 10:20:00,2016-10-14 10:40:00)","1","85","24","[0, 78, 0, 3, 3, 1, 0, 0]"
"3","(2016-10-14 10:20:00,2016-10-14 10:40:00)","0","140","30","[0, 99, 39, 1, 1, 0, 0, 0]"
"2","(2016-10-14 10:20:00,2016-10-14 10:40:00)","0","83","27","[0, 69, 14, 0, 0, 0, 0, 0]"
"1","(2016-10-14 10:40:00,2016-10-14 11:00:00)","1","94","16","[0, 79, 8, 4, 1, 2, 0, 0]"
"1","(2016-10-14 10:40:00,2016-10-14 11:00:00)","0","43","8","[0, 38, 5, 0, 0, 0, 0, 0]"
"3","(2016-10-14 10:40:00,2016-10-14 11:00:00)","1","76","17","[0, 67, 6, 1, 0, 2, 0, 0]"
"3","(2016-10-14 10:40:00,2016-10-14 11:00:00)","0","133","38","[0, 108, 25, 0, 0, 0, 0, 0]"
"2","(2016-10-14 10:40:00,2016-10-14 11:00:00)","0","76","17","[0, 64, 11, 0, 0, 0, 0, 1]"
"1","(2016-10-14 11:00:00,2016-10-14 11:20:00)","1","91","16","[0, 64, 10, 8, 7, 1, 0, 1]"
"1","(2016-10-14 11:00:00,2016-10-14 11:20:00)","0","43","7","[0, 39, 3, 0, 1, 0, 0, 0]"
"3","(2016-10-14 11:00:00,2016-10-14 11:20:00)","1","77","21","[0, 66, 6, 3, 1, 1, 0, 0]"
"3","(2016-10-14 11:00:00,2016-10-14 11:20:00)","0","124","29","[0, 97, 26, 0, 1, 0, 0, 0]"
"2","(2016-10-14 11:00:00,2016-10-14 11:20:00)","0","76","17","[0, 62, 14, 0, 0, 0, 0, 0]"
"1","(2016-10-14 11:20:00,2016-10-14 11:40:00)","1","98","23","[0, 80, 7, 4, 4, 3, 0, 0]"
"1","(2016-10-14 11:20:00,2016-10-14 11:40:00)","0","41","11","[0, 38, 2, 1, 0, 0, 0, 0]"
"3","(2016-10-14 11:20:00,2016-10-14 11:40:00)","1","89","29","[0, 76, 6, 3, 1, 2, 1, 0]"
"3","(2016-10-14 11:20:00,2016-10-14 11:40:00)","0","97","23","[0, 80, 16, 1, 0, 0, 0, 0]"
"2","(2016-10-14 11:20:00,2016-10-14 11:40:00)","0","66","10","[0, 53, 13, 0, 0, 0, 0, 0]"
"1","(2016-10-14 11:40:00,2016-10-14 12:00:00)","1","89","21","[0, 73, 13, 0, 1, 1, 0, 1]"
"1","(2016-10-14 11:40:00,2016-10-14 12:00:00)","0","41","8","[0, 36, 4, 0, 1, 0, 0, 0]"
"3","(2016-10-14 11:40:00,2016-10-14 12:00:00)","1","85","24","[0, 81, 4, 0, 0, 0, 0, 0]"
"3","(2016-10-14 11:40:00,2016-10-14 12:00:00)","0","93","19","[0, 67, 23, 1, 2, 0, 0, 0]"
"2","(2016-10-14 11:40:00,2016-10-14 12:00:00)","0","61","8","[0, 52, 9, 0, 0, 0, 0, 0]"
"1","(2016-10-14 12:00:00,2016-10-14 12:20:00)","1","103","21","[0, 83, 11, 3, 2, 4, 0, 0]"
"1","(2016-10-14 12:00:00,2016-10-14 12:20:00)","0","24","4","[0, 22, 2, 0, 0, 0, 0, 0]"
"3","(2016-10-14 12:00:00,2016-10-14 12:20:00)","1","95","19","[0, 86, 5, 2, 0, 2, 0, 0]"
"3","(2016-10-14 12:00:00,2016-10-14 12:20:00)","0","99","23","[0, 79, 19, 0, 1, 0, 0, 0]"
"2","(2016-10-14 12:00:00,2016-10-14 12:20:00)","0","65","18","[0, 58, 5, 0, 1, 0, 0, 1]"
"1","(2016-10-14 12:20:00,2016-10-14 12:40:00)","1","93","23","[0, 79, 7, 2, 2, 3, 0, 0]"
"1","(2016-10-14 12:20:00,2016-10-14 12:40:00)","0","42","14","[0, 36, 5, 1, 0, 0, 0, 0]"
"3","(2016-10-14 12:20:00,2016-10-14 12:40:00)","1","107","27","[0, 97, 3, 4, 0, 3, 0, 0]"
"3","(2016-10-14 12:20:00,2016-10-14 12:40:00)","0","95","22","[0, 74, 20, 0, 1, 0, 0, 0]"
"2","(2016-10-14 12:20:00,2016-10-14 12:40:00)","0","86","28","[1, 71, 13, 0, 1, 0, 0, 0]"
"1","(2016-10-14 12:40:00,2016-10-14 13:00:00)","1","88","14","[0, 72, 9, 5, 1, 1, 0, 0]"
"1","(2016-10-14 12:40:00,2016-10-14 13:00:00)","0","54","14","[0, 48, 5, 1, 0, 0, 0, 0]"
"3","(2016-10-14 12:40:00,2016-10-14 13:00:00)","1","94","17","[0, 84, 8, 2, 0, 0, 0, 0]"
"3","(2016-10-14 12:40:00,2016-10-14 13:00:00)","0","105","28","[0, 81, 23, 0, 1, 0, 0, 0]"
"2","(2016-10-14 12:40:00,2016-10-14 13:00:00)","0","93","20","[0, 81, 11, 0, 1, 0, 0, 0]"
"1","(2016-10-14 13:00:00,2016-10-14 13:20:00)","1","99","13","[0, 86, 8, 2, 1, 2, 0, 0]"
"1","(2016-10-14 13:00:00,2016-10-14 13:20:00)","0","58","16","[0, 55, 2, 1, 0, 0, 0, 0]"
"3","(2016-10-14 13:00:00,2016-10-14 13:20:00)","1","141","35","[0, 127, 12, 1, 0, 1, 0, 0]"
"3","(2016-10-14 13:00:00,2016-10-14 13:20:00)","0","124","35","[0, 95, 26, 0, 3, 0, 0, 0]"
"2","(2016-10-14 13:00:00,2016-10-14 13:20:00)","0","80","25","[0, 69, 9, 2, 0, 0, 0, 0]"
"1","(2016-10-14 13:20:00,2016-10-14 13:40:00)","1","111","21","[0, 90, 10, 3, 2, 5, 0, 1]"
"1","(2016-10-14 13:20:00,2016-10-14 13:40:00)","0","53","9","[0, 48, 4, 0, 1, 0, 0, 0]"
"3","(2016-10-14 13:20:00,2016-10-14 13:40:00)","1","129","34","[0, 114, 8, 5, 0, 2, 0, 0]"
"3","(2016-10-14 13:20:00,2016-10-14 13:40:00)","0","108","25","[0, 82, 23, 1, 2, 0, 0, 0]"
"2","(2016-10-14 13:20:00,2016-10-14 13:40:00)","0","83","25","[0, 75, 6, 2, 0, 0, 0, 0]"
"1","(2016-10-14 13:40:00,2016-10-14 14:00:00)","1","108","24","[0, 94, 6, 2, 3, 3, 0, 0]"
"1","(2016-10-14 13:40:00,2016-10-14 14:00:00)","0","44","11","[0, 39, 5, 0, 0, 0, 0, 0]"
"3","(2016-10-14 13:40:00,2016-10-14 14:00:00)","1","123","30","[0, 114, 6, 1, 0, 2, 0, 0]"
"3","(2016-10-14 13:40:00,2016-10-14 14:00:00)","0","111","18","[0, 86, 23, 1, 1, 0, 0, 0]"
"2","(2016-10-14 13:40:00,2016-10-14 14:00:00)","0","102","26","[0, 85, 14, 2, 1, 0, 0, 0]"
"1","(2016-10-14 14:00:00,2016-10-14 14:20:00)","1","122","28","[0, 109, 5, 2, 2, 3, 0, 1]"
"1","(2016-10-14 14:00:00,2016-10-14 14:20:00)","0","66","16","[0, 59, 5, 2, 0, 0, 0, 0]"
"3","(2016-10-14 14:00:00,2016-10-14 14:20:00)","1","121","33","[0, 116, 1, 0, 2, 2, 0, 0]"
"3","(2016-10-14 14:00:00,2016-10-14 14:20:00)","0","121","33","[0, 97, 19, 1, 4, 0, 0, 0]"
"2","(2016-10-14 14:00:00,2016-10-14 14:20:00)","0","97","15","[0, 81, 15, 0, 1, 0, 0, 0]"
"1","(2016-10-14 14:20:00,2016-10-14 14:40:00)","1","101","23","[0, 86, 5, 3, 2, 5, 0, 0]"
"1","(2016-10-14 14:20:00,2016-10-14 14:40:00)","0","66","16","[0, 63, 3, 0, 0, 0, 0, 0]"
"3","(2016-10-14 14:20:00,2016-10-14 14:40:00)","1","116","39","[0, 106, 5, 4, 1, 0, 0, 0]"
"3","(2016-10-14 14:20:00,2016-10-14 14:40:00)","0","94","19","[0, 74, 18, 0, 2, 0, 0, 0]"
"2","(2016-10-14 14:20:00,2016-10-14 14:40:00)","0","101","19","[1, 85, 14, 1, 0, 0, 0, 0]"
"1","(2016-10-14 14:40:00,2016-10-14 15:00:00)","1","100","25","[0, 86, 5, 2, 4, 3, 0, 0]"
"1","(2016-10-14 14:40:00,2016-10-14 15:00:00)","0","50","16","[0, 48, 2, 0, 0, 0, 0, 0]"
"3","(2016-10-14 14:40:00,2016-10-14 15:00:00)","1","113","19","[0, 104, 5, 3, 1, 0, 0, 0]"
"3","(2016-10-14 14:40:00,2016-10-14 15:00:00)","0","130","23","[0, 104, 25, 0, 1, 0, 0, 0]"
"2","(2016-10-14 14:40:00,2016-10-14 15:00:00)","0","82","20","[0, 68, 13, 0, 1, 0, 0, 0]"
"1","(2016-10-14 15:00:00,2016-10-14 15:20:00)","1","117","29","[0, 97, 11, 4, 3, 2, 0, 0]"
"1","(2016-10-14 15:00:00,2016-10-14 15:20:00)","0","76","19","[0, 72, 4, 0, 0, 0, 0, 0]"
"3","(2016-10-14 15:00:00,2016-10-14 15:20:00)","1","100","27","[0, 94, 3, 2, 0, 0, 1, 0]"
"3","(2016-10-14 15:00:00,2016-10-14 15:20:00)","0","140","33","[0, 116, 23, 0, 1, 0, 0, 0]"
"2","(2016-10-14 15:00:00,2016-10-14 15:20:00)","0","81","17","[0, 72, 8, 0, 1, 0, 0, 0]"
"1","(2016-10-14 15:20:00,2016-10-14 15:40:00)","1","116","34","[0, 102, 2, 1, 6, 5, 0, 0]"
"1","(2016-10-14 15:20:00,2016-10-14 15:40:00)","0","66","19","[0, 63, 2, 1, 0, 0, 0, 0]"
"3","(2016-10-14 15:20:00,2016-10-14 15:40:00)","1","106","20","[0, 95, 4, 2, 2, 3, 0, 0]"
"3","(2016-10-14 15:20:00,2016-10-14 15:40:00)","0","138","37","[0, 101, 31, 3, 3, 0, 0, 0]"
"2","(2016-10-14 15:20:00,2016-10-14 15:40:00)","0","104","38","[0, 95, 9, 0, 0, 0, 0, 0]"
"1","(2016-10-14 15:40:00,2016-10-14 16:00:00)","1","116","30","[0, 103, 9, 1, 2, 1, 0, 0]"
"1","(2016-10-14 15:40:00,2016-10-14 16:00:00)","0","70","22","[0, 65, 5, 0, 0, 0, 0, 0]"
"3","(2016-10-14 15:40:00,2016-10-14 16:00:00)","1","109","24","[0, 101, 3, 1, 0, 4, 0, 0]"
"3","(2016-10-14 15:40:00,2016-10-14 16:00:00)","0","137","43","[0, 119, 15, 1, 2, 0, 0, 0]"
"2","(2016-10-14 15:40:00,2016-10-14 16:00:00)","0","94","20","[0, 88, 6, 0, 0, 0, 0, 0]"
"1","(2016-10-14 16:00:00,2016-10-14 16:20:00)","1","105","32","[0, 98, 3, 2, 1, 1, 0, 0]"
"1","(2016-10-14 16:00:00,2016-10-14 16:20:00)","0","63","18","[0, 62, 1, 0, 0, 0, 0, 0]"
"3","(2016-10-14 16:00:00,2016-10-14 16:20:00)","1","115","34","[0, 104, 3, 1, 1, 6, 0, 0]"
"3","(2016-10-14 16:00:00,2016-10-14 16:20:00)","0","139","38","[0, 117, 22, 0, 0, 0, 0, 0]"
"2","(2016-10-14 16:00:00,2016-10-14 16:20:00)","0","102","32","[0, 92, 6, 2, 2, 0, 0, 0]"
"1","(2016-10-14 16:20:00,2016-10-14 16:40:00)","1","125","32","[0, 111, 7, 3, 1, 3, 0, 0]"
"1","(2016-10-14 16:20:00,2016-10-14 16:40:00)","0","71","13","[0, 67, 4, 0, 0, 0, 0, 0]"
"3","(2016-10-14 16:20:00,2016-10-14 16:40:00)","1","89","25","[0, 84, 3, 1, 0, 1, 0, 0]"
"3","(2016-10-14 16:20:00,2016-10-14 16:40:00)","0","135","26","[0, 107, 27, 0, 1, 0, 0, 0]"
"2","(2016-10-14 16:20:00,2016-10-14 16:40:00)","0","94","26","[0, 86, 8, 0, 0, 0, 0, 0]"
"1","(2016-10-14 16:40:00,2016-10-14 17:00:00)","1","114","35","[0, 101, 9, 2, 2, 0, 0, 0]"
"1","(2016-10-14 16:40:00,2016-10-14 17:00:00)","0","62","19","[0, 60, 1, 0, 1, 0, 0, 0]"
"3","(2016-10-14 16:40:00,2016-10-14 17:00:00)","1","103","32","[0, 94, 4, 2, 1, 2, 0, 0]"
"3","(2016-10-14 16:40:00,2016-10-14 17:00:00)","0","148","39","[0, 119, 26, 1, 2, 0, 0, 0]"
"2","(2016-10-14 16:40:00,2016-10-14 17:00:00)","0","87","23","[0, 74, 11, 1, 1, 0, 0, 0]"
"1","(2016-10-14 17:00:00,2016-10-14 17:20:00)","1","122","35","[0, 111, 4, 4, 2, 1, 0, 0]"
"1","(2016-10-14 17:00:00,2016-10-14 17:20:00)","0","44","14","[0, 41, 2, 1, 0, 0, 0, 0]"
"3","(2016-10-14 17:00:00,2016-10-14 17:20:00)","1","112","30","[0, 103, 6, 3, 0, 0, 0, 0]"
"3","(2016-10-14 17:00:00,2016-10-14 17:20:00)","0","146","46","[0, 128, 15, 0, 3, 0, 0, 0]"
"2","(2016-10-14 17:00:00,2016-10-14 17:20:00)","0","83","25","[0, 80, 3, 0, 0, 0, 0, 0]"
"1","(2016-10-14 17:20:00,2016-10-14 17:40:00)","1","132","56","[0, 119, 3, 0, 8, 2, 0, 0]"
"1","(2016-10-14 17:20:00,2016-10-14 17:40:00)","0","47","14","[0, 45, 2, 0, 0, 0, 0, 0]"
"3","(2016-10-14 17:20:00,2016-10-14 17:40:00)","1","107","24","[0, 99, 3, 2, 2, 1, 0, 0]"
"3","(2016-10-14 17:20:00,2016-10-14 17:40:00)","0","122","25","[0, 99, 19, 2, 2, 0, 0, 0]"
"2","(2016-10-14 17:20:00,2016-10-14 17:40:00)","0","98","29","[0, 90, 7, 1, 0, 0, 0, 0]"
"1","(2016-10-14 17:40:00,2016-10-14 18:00:00)","1","135","42","[0, 119, 12, 2, 1, 1, 0, 0]"
"1","(2016-10-14 17:40:00,2016-10-14 18:00:00)","0","39","8","[0, 38, 1, 0, 0, 0, 0, 0]"
"3","(2016-10-14 17:40:00,2016-10-14 18:00:00)","1","128","38","[0, 117, 6, 2, 1, 2, 0, 0]"
"3","(2016-10-14 17:40:00,2016-10-14 18:00:00)","0","112","26","[0, 93, 19, 0, 0, 0, 0, 0]"
"2","(2016-10-14 17:40:00,2016-10-14 18:00:00)","0","79","30","[0, 75, 4, 0, 0, 0, 0, 0]"
